OBX,Siste
22.07.19 12:03:47,799.34
22.07.19 12:03:46,799.34
22.07.19 12:03:44,799.36
22.07.19 12:03:43,799.36
22.07.19 12:03:39,799.38
22.07.19 12:03:38,799.38
22.07.19 12:03:37,799.39
22.07.19 12:03:36,799.42
22.07.19 12:03:36,799.44
22.07.19 12:03:35,799.44
22.07.19 12:03:35,799.48
22.07.19 12:03:34,799.51
22.07.19 12:03:33,799.56
22.07.19 12:03:32,799.61
22.07.19 12:03:31,799.61
22.07.19 12:03:31,799.62
22.07.19 12:03:28,799.67
22.07.19 12:03:27,799.67
22.07.19 12:03:19,799.68
22.07.19 12:03:17,799.68
22.07.19 12:03:15,799.68
22.07.19 12:03:14,799.68
22.07.19 12:03:12,799.69
22.07.19 12:03:12,799.68
22.07.19 12:03:11,799.67
22.07.19 12:03:08,799.68
22.07.19 12:03:03,799.69
22.07.19 12:03:00,799.69
22.07.19 12:02:59,799.69
22.07.19 12:02:58,799.73
22.07.19 12:02:56,799.72
22.07.19 12:02:56,799.73
22.07.19 12:02:53,799.72
22.07.19 12:02:50,799.72
22.07.19 12:02:47,799.73
22.07.19 12:02:39,799.72
22.07.19 12:02:38,799.72
22.07.19 12:02:38,799.69
22.07.19 12:02:34,799.69
22.07.19 12:02:29,799.68
22.07.19 12:02:23,799.68
22.07.19 12:02:21,799.68
22.07.19 12:02:20,799.68
22.07.19 12:02:19,799.69
22.07.19 12:02:19,799.72
22.07.19 12:02:17,799.76
22.07.19 12:02:17,799.78
22.07.19 12:02:16,799.81
22.07.19 12:02:14,799.83
22.07.19 12:02:13,799.84
22.07.19 12:02:13,799.79
22.07.19 12:02:12,799.79
22.07.19 12:02:11,799.80
22.07.19 12:02:09,799.80
22.07.19 12:02:07,799.75
22.07.19 12:02:07,799.80
22.07.19 12:02:06,799.80
22.07.19 12:02:05,799.83
22.07.19 12:02:04,799.82
22.07.19 12:02:04,799.85
22.07.19 12:01:59,799.84
22.07.19 12:01:58,799.84
22.07.19 12:01:57,799.86
22.07.19 12:01:55,799.86
22.07.19 12:01:55,799.86
22.07.19 12:01:52,799.87
22.07.19 12:01:46,799.87
22.07.19 12:01:43,799.87
22.07.19 12:01:40,799.87
22.07.19 12:01:40,799.89
22.07.19 12:01:38,799.90
22.07.19 12:01:36,799.90
22.07.19 12:01:36,799.91
22.07.19 12:01:33,799.86
22.07.19 12:01:30,799.85
22.07.19 12:01:28,799.84
22.07.19 12:01:27,799.84
22.07.19 12:01:25,799.86
22.07.19 12:01:24,799.83
22.07.19 12:01:22,799.83
22.07.19 12:01:20,799.83
22.07.19 12:01:18,799.83
22.07.19 12:01:18,799.82
22.07.19 12:01:17,799.82
22.07.19 12:01:15,799.83
22.07.19 12:01:05,799.84
22.07.19 12:01:04,799.84
22.07.19 12:01:00,799.85
22.07.19 12:00:57,799.85
22.07.19 12:00:56,799.85
22.07.19 12:00:49,799.85
22.07.19 12:00:49,799.86
22.07.19 12:00:49,799.86
22.07.19 12:00:46,799.85
22.07.19 12:00:45,799.85
22.07.19 12:00:43,799.84
22.07.19 12:00:42,799.84
22.07.19 12:00:39,799.86
22.07.19 12:00:38,799.86
22.07.19 12:00:37,799.87
22.07.19 12:00:36,799.87
22.07.19 12:00:36,799.84
22.07.19 12:00:36,799.87
22.07.19 12:00:36,799.87
22.07.19 12:00:34,799.87
22.07.19 12:00:34,799.89
22.07.19 12:00:34,799.91
22.07.19 12:00:33,799.93
22.07.19 12:00:29,799.93
22.07.19 12:00:23,799.93
22.07.19 12:00:22,799.93
22.07.19 12:00:19,799.92
22.07.19 12:00:18,799.92
22.07.19 12:00:18,799.93
22.07.19 12:00:15,799.93
22.07.19 12:00:13,799.93
22.07.19 12:00:13,799.94
22.07.19 12:00:12,799.96
22.07.19 12:00:11,799.95
22.07.19 12:00:10,799.95
22.07.19 12:00:08,799.93
22.07.19 12:00:04,799.93
22.07.19 12:00:04,799.94
22.07.19 12:00:03,799.95
22.07.19 11:59:53,799.96
22.07.19 11:59:52,799.96
22.07.19 11:59:50,799.96
22.07.19 11:59:47,799.99
22.07.19 11:59:38,799.99
22.07.19 11:59:37,800.00
22.07.19 11:59:28,800.00
22.07.19 11:59:24,799.97
22.07.19 11:59:23,799.97
22.07.19 11:59:22,799.98
22.07.19 11:59:22,799.98
22.07.19 11:59:17,799.99
22.07.19 11:59:16,800.00
22.07.19 11:59:16,800.01
22.07.19 11:59:16,800.02
22.07.19 11:59:14,800.04
22.07.19 11:59:13,800.05
22.07.19 11:59:12,800.05
22.07.19 11:59:12,800.09
22.07.19 11:59:11,800.13
22.07.19 11:59:10,800.13
22.07.19 11:59:08,800.13
22.07.19 11:59:08,800.16
22.07.19 11:59:08,800.17
22.07.19 11:59:00,800.17
22.07.19 11:59:00,800.18
22.07.19 11:59:00,800.17
22.07.19 11:59:00,800.18
22.07.19 11:58:59,800.15
22.07.19 11:58:58,800.19
22.07.19 11:58:57,800.19
22.07.19 11:58:56,800.22
22.07.19 11:58:53,800.22
22.07.19 11:58:52,800.22
22.07.19 11:58:52,800.23
22.07.19 11:58:50,800.23
22.07.19 11:58:49,800.22
22.07.19 11:58:46,800.23
22.07.19 11:58:46,800.24
22.07.19 11:58:46,800.25
22.07.19 11:58:44,800.27
22.07.19 11:58:43,800.26
22.07.19 11:58:39,800.17
22.07.19 11:58:37,800.17
22.07.19 11:58:37,800.16
22.07.19 11:58:36,800.17
22.07.19 11:58:35,800.17
22.07.19 11:58:28,800.17
22.07.19 11:58:26,800.20
22.07.19 11:58:25,800.20
22.07.19 11:58:24,800.20
22.07.19 11:58:23,800.24
22.07.19 11:58:22,800.24
22.07.19 11:58:22,800.29
22.07.19 11:58:13,800.29
22.07.19 11:58:12,800.29
22.07.19 11:58:11,800.28
22.07.19 11:58:11,800.29
22.07.19 11:58:05,800.29
22.07.19 11:58:02,800.26
22.07.19 11:57:59,800.26
22.07.19 11:57:59,800.23
22.07.19 11:57:57,800.22
22.07.19 11:57:49,800.22
22.07.19 11:57:48,800.22
22.07.19 11:57:48,800.19
22.07.19 11:57:44,800.18
22.07.19 11:57:43,800.18
22.07.19 11:57:39,800.13
22.07.19 11:57:38,800.13
22.07.19 11:57:38,800.14
22.07.19 11:57:38,800.15
22.07.19 11:57:33,800.16
22.07.19 11:57:31,800.16
22.07.19 11:57:28,800.14
22.07.19 11:57:28,800.15
22.07.19 11:57:14,800.15
22.07.19 11:57:12,800.18
22.07.19 11:57:10,800.18
22.07.19 11:57:10,800.22
22.07.19 11:57:09,800.21
22.07.19 11:57:08,800.25
22.07.19 11:57:03,800.25
22.07.19 11:57:02,800.23
22.07.19 11:57:00,800.23
22.07.19 11:56:54,800.22
22.07.19 11:56:53,800.23
22.07.19 11:56:52,800.23
22.07.19 11:56:51,800.24
22.07.19 11:56:48,800.24
22.07.19 11:56:46,800.22
22.07.19 11:56:46,800.21
22.07.19 11:56:38,800.22
22.07.19 11:56:28,800.22
22.07.19 11:56:26,800.22
22.07.19 11:56:17,800.21
22.07.19 11:56:15,800.21
22.07.19 11:56:10,800.21
22.07.19 11:56:09,800.21
22.07.19 11:56:09,800.22
22.07.19 11:56:08,800.22
22.07.19 11:56:00,800.23
22.07.19 11:55:57,800.23
22.07.19 11:55:52,800.23
22.07.19 11:55:49,800.23
22.07.19 11:55:47,800.23
22.07.19 11:55:47,800.22
22.07.19 11:55:47,800.21
22.07.19 11:55:47,800.20
22.07.19 11:55:46,800.24
22.07.19 11:55:46,800.26
22.07.19 11:55:45,800.25
22.07.19 11:55:40,800.25
22.07.19 11:55:39,800.25
22.07.19 11:55:38,800.27
22.07.19 11:55:37,800.26
22.07.19 11:55:37,800.26
22.07.19 11:55:35,800.25
22.07.19 11:55:33,800.25
22.07.19 11:55:31,800.25
22.07.19 11:55:30,800.22
22.07.19 11:55:29,800.22
22.07.19 11:55:27,800.22
22.07.19 11:55:25,800.21
22.07.19 11:55:23,800.20
22.07.19 11:55:22,800.20
22.07.19 11:55:22,800.21
22.07.19 11:55:21,800.18
22.07.19 11:55:20,800.19
22.07.19 11:55:20,800.20
22.07.19 11:55:20,800.18
22.07.19 11:55:19,800.17
22.07.19 11:55:18,800.21
22.07.19 11:55:16,800.21
22.07.19 11:55:09,800.21
22.07.19 11:54:50,800.21
22.07.19 11:54:49,800.21
22.07.19 11:54:46,800.19
22.07.19 11:54:44,800.19
22.07.19 11:54:43,800.19
22.07.19 11:54:42,800.15
22.07.19 11:54:41,800.15
22.07.19 11:54:41,800.16
22.07.19 11:54:41,800.13
22.07.19 11:54:41,800.13
22.07.19 11:54:41,800.10
22.07.19 11:54:39,800.10
22.07.19 11:54:37,800.10
22.07.19 11:54:36,800.10
22.07.19 11:54:36,800.06
22.07.19 11:54:35,800.06
22.07.19 11:54:34,800.05
22.07.19 11:54:34,800.04
22.07.19 11:54:32,800.04
22.07.19 11:54:32,800.03
22.07.19 11:54:32,800.02
22.07.19 11:54:31,800.02
22.07.19 11:54:20,799.98
22.07.19 11:54:17,799.98
22.07.19 11:54:12,799.98
22.07.19 11:54:02,799.98
22.07.19 11:54:01,799.98
22.07.19 11:54:01,799.97
22.07.19 11:53:57,799.96
22.07.19 11:53:56,799.96
22.07.19 11:53:56,799.95
22.07.19 11:53:55,799.96
22.07.19 11:53:50,799.93
22.07.19 11:53:47,799.93
22.07.19 11:53:45,799.93
22.07.19 11:53:45,799.92
22.07.19 11:53:44,799.92
22.07.19 11:53:43,799.91
22.07.19 11:53:35,799.92
22.07.19 11:53:33,799.92
22.07.19 11:53:33,799.93
22.07.19 11:53:33,799.90
22.07.19 11:53:31,799.90
22.07.19 11:53:28,799.86
22.07.19 11:53:23,799.86
22.07.19 11:53:19,799.88
22.07.19 11:53:19,799.86
22.07.19 11:53:14,799.85
22.07.19 11:53:12,799.85
22.07.19 11:53:09,799.85
22.07.19 11:53:08,799.85
22.07.19 11:53:05,799.87
22.07.19 11:53:02,799.87
22.07.19 11:53:01,799.87
22.07.19 11:52:59,799.86
22.07.19 11:52:56,799.87
22.07.19 11:52:55,799.86
22.07.19 11:52:55,799.87
22.07.19 11:52:48,799.86
22.07.19 11:52:48,799.86
22.07.19 11:52:48,799.87
22.07.19 11:52:48,799.86
22.07.19 11:52:48,799.87
22.07.19 11:52:48,799.86
22.07.19 11:52:47,799.86
22.07.19 11:52:42,799.82
22.07.19 11:52:39,799.78
22.07.19 11:52:38,799.77
22.07.19 11:52:35,799.79
22.07.19 11:52:34,799.79
22.07.19 11:52:33,799.81
22.07.19 11:52:31,799.81
22.07.19 11:52:30,799.82
22.07.19 11:52:29,799.82
22.07.19 11:52:23,799.78
22.07.19 11:52:21,799.78
22.07.19 11:52:20,799.78
22.07.19 11:52:13,799.77
22.07.19 11:52:09,799.77
22.07.19 11:52:00,799.77
22.07.19 11:51:51,799.75
22.07.19 11:51:44,799.75
22.07.19 11:51:38,799.75
22.07.19 11:51:35,799.75
22.07.19 11:51:33,799.75
22.07.19 11:51:33,799.73
22.07.19 11:51:31,799.73
22.07.19 11:51:31,799.74
22.07.19 11:51:31,799.74
22.07.19 11:51:28,799.74
22.07.19 11:51:26,799.74
22.07.19 11:51:26,799.75
22.07.19 11:51:22,799.75
22.07.19 11:51:21,799.75
22.07.19 11:51:18,799.76
22.07.19 11:51:17,799.80
22.07.19 11:51:14,799.80
22.07.19 11:51:10,799.79
22.07.19 11:51:05,799.79
22.07.19 11:51:04,799.79
22.07.19 11:51:03,799.78
22.07.19 11:51:02,799.74
22.07.19 11:51:02,799.73
22.07.19 11:51:01,799.75
22.07.19 11:51:01,799.74
22.07.19 11:51:01,799.73
22.07.19 11:51:00,799.74
22.07.19 11:50:59,799.75
22.07.19 11:50:58,799.75
22.07.19 11:50:58,799.74
22.07.19 11:50:57,799.72
22.07.19 11:50:56,799.72
22.07.19 11:50:55,799.70
22.07.19 11:50:52,799.69
22.07.19 11:50:51,799.69
22.07.19 11:50:49,799.64
22.07.19 11:50:46,799.64
22.07.19 11:50:45,799.64
22.07.19 11:50:45,799.63
22.07.19 11:50:43,799.63
22.07.19 11:50:41,799.67
22.07.19 11:50:32,799.67
22.07.19 11:50:30,799.67
22.07.19 11:50:30,799.68
22.07.19 11:50:30,799.67
22.07.19 11:50:28,799.66
22.07.19 11:50:25,799.66
22.07.19 11:50:23,799.66
22.07.19 11:50:20,799.66
22.07.19 11:50:16,799.66
22.07.19 11:50:16,799.65
22.07.19 11:50:14,799.65
22.07.19 11:50:11,799.65
22.07.19 11:50:09,799.65
22.07.19 11:50:06,799.64
22.07.19 11:50:05,799.64
22.07.19 11:50:04,799.67
22.07.19 11:49:59,799.66
22.07.19 11:49:58,799.65
22.07.19 11:49:57,799.63
22.07.19 11:49:54,799.58
22.07.19 11:49:53,799.58
22.07.19 11:49:50,799.59
22.07.19 11:49:49,799.59
22.07.19 11:49:46,799.60
22.07.19 11:49:43,799.60
22.07.19 11:49:41,799.60
22.07.19 11:49:39,799.59
22.07.19 11:49:39,799.58
22.07.19 11:49:38,799.58
22.07.19 11:49:34,799.59
22.07.19 11:49:29,799.59
22.07.19 11:49:26,799.59
22.07.19 11:49:25,799.58
22.07.19 11:49:24,799.57
22.07.19 11:49:24,799.58
22.07.19 11:49:24,799.57
22.07.19 11:49:24,799.58
22.07.19 11:49:21,799.57
22.07.19 11:49:17,799.57
22.07.19 11:49:15,799.58
22.07.19 11:49:14,799.58
22.07.19 11:49:14,799.62
22.07.19 11:49:14,799.63
22.07.19 11:49:08,799.63
22.07.19 11:49:06,799.63
22.07.19 11:49:05,799.63
22.07.19 11:48:56,799.66
22.07.19 11:48:51,799.66
22.07.19 11:48:49,799.66
22.07.19 11:48:49,799.61
22.07.19 11:48:47,799.62
22.07.19 11:48:45,799.62
22.07.19 11:48:41,799.62
22.07.19 11:48:38,799.62
22.07.19 11:48:36,799.62
22.07.19 11:48:36,799.62
22.07.19 11:48:35,799.61
22.07.19 11:48:33,799.61
22.07.19 11:48:32,799.61
22.07.19 11:48:26,799.52
22.07.19 11:48:24,799.52
22.07.19 11:48:21,799.52
22.07.19 11:48:21,799.51
22.07.19 11:48:20,799.52
22.07.19 11:48:20,799.53
22.07.19 11:48:19,799.53
22.07.19 11:48:18,799.58
22.07.19 11:48:16,799.57
22.07.19 11:48:15,799.59
22.07.19 11:48:10,799.58
22.07.19 11:48:07,799.58
22.07.19 11:48:06,799.58
22.07.19 11:48:06,799.57
22.07.19 11:48:05,799.56
22.07.19 11:48:03,799.56
22.07.19 11:48:01,799.57
22.07.19 11:48:00,799.57
22.07.19 11:47:58,799.58
22.07.19 11:47:58,799.61
22.07.19 11:47:58,799.58
22.07.19 11:47:57,799.61
22.07.19 11:47:56,799.61
22.07.19 11:47:45,799.62
22.07.19 11:47:43,799.62
22.07.19 11:47:42,799.63
22.07.19 11:47:32,799.62
22.07.19 11:47:30,799.63
22.07.19 11:47:30,799.62
22.07.19 11:47:30,799.59
22.07.19 11:47:29,799.59
22.07.19 11:47:28,799.61
22.07.19 11:47:24,799.61
22.07.19 11:47:23,799.61
22.07.19 11:47:20,799.60
22.07.19 11:47:19,799.62
22.07.19 11:47:18,799.61
22.07.19 11:47:18,799.64
22.07.19 11:47:17,799.68
22.07.19 11:47:13,799.68
22.07.19 11:47:12,799.68
22.07.19 11:47:11,799.72
22.07.19 11:47:10,799.73
22.07.19 11:47:10,799.73
22.07.19 11:47:10,799.74
22.07.19 11:47:10,799.75
22.07.19 11:47:06,799.76
22.07.19 11:47:04,799.76
22.07.19 11:47:03,799.76
22.07.19 11:47:02,799.81
22.07.19 11:47:02,799.86
22.07.19 11:47:02,799.87
22.07.19 11:47:01,799.88
22.07.19 11:46:57,799.89
22.07.19 11:46:56,799.89
22.07.19 11:46:56,799.90
22.07.19 11:46:49,799.90
22.07.19 11:46:48,799.90
22.07.19 11:46:47,799.90
22.07.19 11:46:47,799.91
22.07.19 11:46:44,799.95
22.07.19 11:46:43,799.95
22.07.19 11:46:41,799.95
22.07.19 11:46:40,799.96
22.07.19 11:46:38,799.96
22.07.19 11:46:37,799.93
22.07.19 11:46:37,799.94
22.07.19 11:46:36,799.93
22.07.19 11:46:34,799.93
22.07.19 11:46:33,799.93
22.07.19 11:46:32,799.94
22.07.19 11:46:32,799.92
22.07.19 11:46:32,799.94
22.07.19 11:46:32,799.95
22.07.19 11:46:32,799.97
22.07.19 11:46:32,799.98
22.07.19 11:46:31,799.97
22.07.19 11:46:30,799.93
22.07.19 11:46:29,799.93
22.07.19 11:46:28,799.92
22.07.19 11:46:28,799.97
22.07.19 11:46:27,799.98
22.07.19 11:46:25,800.00
22.07.19 11:46:24,800.00
22.07.19 11:46:18,800.00
22.07.19 11:46:09,800.00
22.07.19 11:46:08,800.00
22.07.19 11:46:04,799.97
22.07.19 11:46:03,799.97
22.07.19 11:46:02,799.97
22.07.19 11:46:02,799.92
22.07.19 11:46:01,799.97
22.07.19 11:46:00,799.98
22.07.19 11:45:59,799.99
22.07.19 11:45:57,800.00
22.07.19 11:45:54,800.04
22.07.19 11:45:53,800.04
22.07.19 11:45:53,800.08
22.07.19 11:45:53,800.09
22.07.19 11:45:50,800.14
22.07.19 11:45:49,800.14
22.07.19 11:45:49,800.14
22.07.19 11:45:49,800.18
22.07.19 11:45:46,800.18
22.07.19 11:45:46,800.19
22.07.19 11:45:45,800.19
22.07.19 11:45:41,800.20
22.07.19 11:45:39,800.20
22.07.19 11:45:39,800.21
22.07.19 11:45:33,800.20
22.07.19 11:45:30,800.20
22.07.19 11:45:29,800.20
22.07.19 11:45:25,800.21
22.07.19 11:45:20,800.21
22.07.19 11:45:18,800.21
22.07.19 11:45:13,800.21
22.07.19 11:45:13,800.20
22.07.19 11:45:11,800.20
22.07.19 11:45:09,800.20
22.07.19 11:45:06,800.24
22.07.19 11:45:05,800.24
22.07.19 11:45:05,800.25
22.07.19 11:45:05,800.25
22.07.19 11:45:04,800.28
22.07.19 11:45:03,800.32
22.07.19 11:45:03,800.28
22.07.19 11:45:02,800.29
22.07.19 11:45:02,800.30
22.07.19 11:45:01,800.29
22.07.19 11:45:01,800.30
22.07.19 11:44:59,800.30
22.07.19 11:44:56,800.31
22.07.19 11:44:54,800.31
22.07.19 11:44:54,800.32
22.07.19 11:44:54,800.31
22.07.19 11:44:54,800.30
22.07.19 11:44:53,800.29
22.07.19 11:44:51,800.29
22.07.19 11:44:51,800.28
22.07.19 11:44:45,800.29
22.07.19 11:44:44,800.28
22.07.19 11:44:43,800.28
22.07.19 11:44:42,800.29
22.07.19 11:44:41,800.29
22.07.19 11:44:40,800.28
22.07.19 11:44:38,800.29
22.07.19 11:44:37,800.29
22.07.19 11:44:36,800.31
22.07.19 11:44:35,800.31
22.07.19 11:44:35,800.32
22.07.19 11:44:26,800.33
22.07.19 11:44:21,800.33
22.07.19 11:44:20,800.33
22.07.19 11:44:19,800.33
22.07.19 11:44:19,800.35
22.07.19 11:44:17,800.33
22.07.19 11:44:17,800.32
22.07.19 11:44:15,800.32
22.07.19 11:44:14,800.35
22.07.19 11:44:14,800.36
22.07.19 11:44:13,800.36
22.07.19 11:44:11,800.39
22.07.19 11:44:08,800.40
22.07.19 11:44:05,800.40
22.07.19 11:44:04,800.40
22.07.19 11:44:04,800.37
22.07.19 11:44:04,800.36
22.07.19 11:44:01,800.35
22.07.19 11:44:00,800.37
22.07.19 11:43:59,800.37
22.07.19 11:43:58,800.37
22.07.19 11:43:58,800.35
22.07.19 11:43:55,800.33
22.07.19 11:43:50,800.30
22.07.19 11:43:48,800.30
22.07.19 11:43:44,800.28
22.07.19 11:43:37,800.28
22.07.19 11:43:36,800.28
22.07.19 11:43:35,800.27
22.07.19 11:43:30,800.27
22.07.19 11:43:30,800.23
22.07.19 11:43:27,800.23
22.07.19 11:43:23,800.23
22.07.19 11:43:21,800.24
22.07.19 11:43:20,800.24
22.07.19 11:43:20,800.23
22.07.19 11:43:20,800.25
22.07.19 11:43:19,800.30
22.07.19 11:43:19,800.28
22.07.19 11:43:19,800.26
22.07.19 11:43:17,800.25
22.07.19 11:43:13,800.25
22.07.19 11:43:11,800.29
22.07.19 11:43:09,800.29
22.07.19 11:43:06,800.29
22.07.19 11:43:03,800.29
22.07.19 11:43:01,800.29
22.07.19 11:43:01,800.27
22.07.19 11:43:01,800.27
22.07.19 11:43:01,800.26
22.07.19 11:43:01,800.25
22.07.19 11:43:01,800.24
22.07.19 11:43:01,800.25
22.07.19 11:43:00,800.26
22.07.19 11:43:00,800.27
22.07.19 11:43:00,800.28
22.07.19 11:43:00,800.30
22.07.19 11:42:58,800.30
22.07.19 11:42:56,800.30
22.07.19 11:42:55,800.30
22.07.19 11:42:54,800.26
22.07.19 11:42:51,800.26
22.07.19 11:42:50,800.27
22.07.19 11:42:47,800.27
22.07.19 11:42:43,800.31
22.07.19 11:42:41,800.31
22.07.19 11:42:35,800.32
22.07.19 11:42:32,800.32
22.07.19 11:42:31,800.33
22.07.19 11:42:31,800.32
22.07.19 11:42:28,800.33
22.07.19 11:42:24,800.33
22.07.19 11:42:22,800.33
22.07.19 11:42:21,800.33
22.07.19 11:42:20,800.32
22.07.19 11:42:19,800.32
22.07.19 11:42:18,800.33
22.07.19 11:42:18,800.34
22.07.19 11:42:17,800.36
22.07.19 11:42:14,800.38
22.07.19 11:42:10,800.34
22.07.19 11:42:09,800.35
22.07.19 11:42:09,800.34
22.07.19 11:42:08,800.33
22.07.19 11:42:07,800.36
22.07.19 11:42:07,800.32
22.07.19 11:42:02,800.36
22.07.19 11:41:59,800.36
22.07.19 11:41:56,800.36
22.07.19 11:41:55,800.36
22.07.19 11:41:38,800.31
22.07.19 11:41:36,800.35
22.07.19 11:41:35,800.35
22.07.19 11:41:31,800.35
22.07.19 11:41:28,800.34
22.07.19 11:41:27,800.34
22.07.19 11:41:26,800.33
22.07.19 11:41:24,800.33
22.07.19 11:41:24,800.32
22.07.19 11:41:22,800.37
22.07.19 11:41:21,800.38
22.07.19 11:41:20,800.38
22.07.19 11:41:20,800.39
22.07.19 11:41:20,800.42
22.07.19 11:41:17,800.43
22.07.19 11:41:17,800.44
22.07.19 11:41:16,800.45
22.07.19 11:41:16,800.48
22.07.19 11:41:15,800.48
22.07.19 11:41:11,800.48
22.07.19 11:41:10,800.49
22.07.19 11:41:09,800.48
22.07.19 11:41:09,800.48
22.07.19 11:41:08,800.48
22.07.19 11:41:04,800.47
22.07.19 11:41:03,800.47
22.07.19 11:41:01,800.46
22.07.19 11:40:53,800.46
22.07.19 11:40:50,800.46
22.07.19 11:40:49,800.46
22.07.19 11:40:46,800.46
22.07.19 11:40:43,800.45
22.07.19 11:40:41,800.45
22.07.19 11:40:40,800.44
22.07.19 11:40:37,800.44
22.07.19 11:40:35,800.44
22.07.19 11:40:33,800.43
22.07.19 11:40:32,800.43
22.07.19 11:40:31,800.44
22.07.19 11:40:30,800.47
22.07.19 11:40:26,800.47
22.07.19 11:40:25,800.51
22.07.19 11:40:21,800.49
22.07.19 11:40:20,800.49
22.07.19 11:40:17,800.50
22.07.19 11:40:15,800.50
22.07.19 11:40:15,800.49
22.07.19 11:40:15,800.45
22.07.19 11:40:12,800.44
22.07.19 11:40:10,800.44
22.07.19 11:40:07,800.43
22.07.19 11:40:06,800.43
22.07.19 11:40:03,800.44
22.07.19 11:40:00,800.44
22.07.19 11:39:59,800.44
22.07.19 11:39:58,800.48
22.07.19 11:39:56,800.49
22.07.19 11:39:55,800.49
22.07.19 11:39:54,800.49
22.07.19 11:39:53,800.48
22.07.19 11:39:51,800.49
22.07.19 11:39:49,800.46
22.07.19 11:39:49,800.47
22.07.19 11:39:47,800.46
22.07.19 11:39:42,800.45
22.07.19 11:39:42,800.44
22.07.19 11:39:41,800.44
22.07.19 11:39:41,800.42
22.07.19 11:39:36,800.41
22.07.19 11:39:34,800.42
22.07.19 11:39:33,800.43
22.07.19 11:39:28,800.44
22.07.19 11:39:21,800.44
22.07.19 11:39:21,800.48
22.07.19 11:39:19,800.49
22.07.19 11:39:17,800.49
22.07.19 11:39:14,800.54
22.07.19 11:39:13,800.53
22.07.19 11:39:13,800.54
22.07.19 11:39:13,800.53
22.07.19 11:39:12,800.54
22.07.19 11:39:12,800.59
22.07.19 11:39:11,800.60
22.07.19 11:39:09,800.61
22.07.19 11:39:06,800.60
22.07.19 11:39:05,800.60
22.07.19 11:39:00,800.59
22.07.19 11:39:00,800.55
22.07.19 11:38:55,800.55
22.07.19 11:38:52,800.55
22.07.19 11:38:50,800.55
22.07.19 11:38:50,800.57
22.07.19 11:38:48,800.57
22.07.19 11:38:47,800.58
22.07.19 11:38:47,800.57
22.07.19 11:38:41,800.58
22.07.19 11:38:41,800.61
22.07.19 11:38:40,800.62
22.07.19 11:38:39,800.61
22.07.19 11:38:37,800.61
22.07.19 11:38:37,800.61
22.07.19 11:38:34,800.62
22.07.19 11:38:31,800.62
22.07.19 11:38:27,800.63
22.07.19 11:38:22,800.63
22.07.19 11:38:22,800.64
22.07.19 11:38:21,800.64
22.07.19 11:38:18,800.65
22.07.19 11:38:10,800.66
22.07.19 11:38:10,800.67
22.07.19 11:38:07,800.67
22.07.19 11:38:04,800.67
22.07.19 11:38:04,800.71
22.07.19 11:38:02,800.71
22.07.19 11:38:02,800.72
22.07.19 11:38:00,800.70
22.07.19 11:37:52,800.70
22.07.19 11:37:51,800.70
22.07.19 11:37:51,800.69
22.07.19 11:37:49,800.69
22.07.19 11:37:49,800.70
22.07.19 11:37:47,800.70
22.07.19 11:37:46,800.69
22.07.19 11:37:45,800.70
22.07.19 11:37:45,800.68
22.07.19 11:37:45,800.69
22.07.19 11:37:45,800.70
22.07.19 11:37:44,800.71
22.07.19 11:37:43,800.69
22.07.19 11:37:43,800.71
22.07.19 11:37:41,800.71
22.07.19 11:37:41,800.68
22.07.19 11:37:39,800.68
22.07.19 11:37:33,800.67
22.07.19 11:37:33,800.66
22.07.19 11:37:33,800.67
22.07.19 11:37:32,800.68
22.07.19 11:37:32,800.68
22.07.19 11:37:31,800.67
22.07.19 11:37:29,800.68
22.07.19 11:37:27,800.68
22.07.19 11:37:25,800.64
22.07.19 11:37:23,800.64
22.07.19 11:37:23,800.65
22.07.19 11:37:23,800.64
22.07.19 11:37:20,800.63
22.07.19 11:37:20,800.62
22.07.19 11:37:18,800.62
22.07.19 11:37:18,800.64
22.07.19 11:37:16,800.64
22.07.19 11:37:14,800.63
22.07.19 11:37:10,800.64
22.07.19 11:37:05,800.64
22.07.19 11:37:04,800.64
22.07.19 11:37:03,800.62
22.07.19 11:36:58,800.63
22.07.19 11:36:49,800.63
22.07.19 11:36:48,800.63
22.07.19 11:36:46,800.65
22.07.19 11:36:45,800.65
22.07.19 11:36:45,800.64
22.07.19 11:36:44,800.64
22.07.19 11:36:39,800.65
22.07.19 11:36:38,800.66
22.07.19 11:36:36,800.66
22.07.19 11:36:34,800.67
22.07.19 11:36:28,800.70
22.07.19 11:36:24,800.73
22.07.19 11:36:20,800.73
22.07.19 11:36:17,800.73
22.07.19 11:36:17,800.72
22.07.19 11:36:16,800.73
22.07.19 11:36:16,800.69
22.07.19 11:36:12,800.69
22.07.19 11:36:10,800.70
22.07.19 11:36:05,800.71
22.07.19 11:36:00,800.71
22.07.19 11:35:57,800.71
22.07.19 11:35:54,800.71
22.07.19 11:35:53,800.70
22.07.19 11:35:53,800.70
22.07.19 11:35:52,800.71
22.07.19 11:35:45,800.72
22.07.19 11:35:42,800.72
22.07.19 11:35:40,800.71
22.07.19 11:35:35,800.71
22.07.19 11:35:35,800.70
22.07.19 11:35:33,800.70
22.07.19 11:35:32,800.68
22.07.19 11:35:25,800.68
22.07.19 11:35:25,800.65
22.07.19 11:35:23,800.63
22.07.19 11:35:19,800.63
22.07.19 11:35:18,800.63
22.07.19 11:35:18,800.64
